time,rating,free_text,surgery,pcn,jev_sentiment,jev_sentiment_confidence,jev_primary_topic,jev_primary_topic_confidence,jev_secondary_topics,jev_secondary_topic_scores,jev_sentiment_strength,jev_sentiment_strength_confidence,jev_actionability,jev_actionability_confidence,jev_urgency,jev_urgency_confidence
5/21/24 12:16,Very good,The waiting time was not long and a Good consultation,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,0.99,Waiting Time at the Surgery,0.57,Appointment Availability and Lead Times,"{""Appointment Availability and Lead Times"": 0.71, ""Clinical Assessment and Diagnosis"": 0.17, ""Consultation Communication and Listening"": 0.2, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.05, ""Overall Service and Practice"": 0.2, ""Patient Information and Education"": 0.13, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.17, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.04, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.05, ""Staff Professionalism and Knowledge"": 0.21, ""Telephone Access"": 0.03, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.9, ""Website and Practice Information"": 0.02}",1.86,0.87,0.01,0.99,0.0,1.0
9/10/25 13:37,Very good,Excellent service from start to finish Dr PERSON and Dr PERSON are professional kind and truly care about their patients The whole experience was smooth efficient and reassuring,Kensington-Park-Medical-Centre,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.43,Staff Kindness and Empathy | Overall Service and Practice,"{""Appointment Availability and Lead Times"": 0.03, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.21, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.05, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.78, ""Patient Information and Education"": 0.05, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.04, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.07, ""Staff Kindness and Empathy"": 0.86, ""Staff Professionalism and Knowledge"": 0.73, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.05, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.05, ""Website and Practice Information"": 0.02}",3.08,0.93,0.0,1.0,0.01,0.99
9/20/24 16:30,Very good,Very good reception kind doctor who took the time to explain everything clearly,Kensington-Park-Medical-Centre,Brompton-Health-PCN,Positive,1.0,Consultation Communication and Listening,0.82,Reception Service | Staff Kindness and Empathy | Staff Professionalism and Knowledge | Patient Information and Education,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.07, ""Consultation Communication and Listening"": 0.8, ""Digital Booking and Online Systems"": 0.01, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.2, ""Patient Information and Education"": 0.85, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.63, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.11, ""Staff Kindness and Empathy"": 0.84, ""Staff Professionalism and Knowledge"": 0.76, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.03, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.4,0.66,0.0,1.0,0.0,1.0
4/7/25 12:14,Very good,The doctor was very helpful and very kind to me,Earls-Court-Medical-Centre,Brompton-Health-PCN,Positive,1.0,Staff Kindness and Empathy,1.0,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.19, ""Digital Booking and Online Systems"": 0.01, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.14, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.02, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.08, ""Staff Kindness and Empathy"": 0.85, ""Staff Professionalism and Knowledge"": 0.2, ""Telephone Access"": 0.01, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.52,0.6,0.0,1.0,0.0,1.0
7/28/26 15:06,Very good,Very responsive and helpful with advice,Emperors-Gate-Health-Centre,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.44,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.47, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.15, ""Follow-up and Continuity of Care"": 0.07, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.34, ""Patient Information and Education"": 0.3, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.09, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.03, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.25, ""Staff Professionalism and Knowledge"": 0.53, ""Telephone Access"": 0.03, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.57,0.64,0.0,1.0,0.0,1.0
9/15/26 18:03,Very good,They got in touch with me asap when they found something wrong with a test just so I could have it repeated which I have done so,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,0.89,"Tests, Investigations and Results",1.0,Follow-up and Continuity of Care,"{""Appointment Availability and Lead Times"": 0.11, ""Clinical Assessment and Diagnosis"": 0.11, ""Consultation Communication and Listening"": 0.46, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.34, ""Follow-up and Continuity of Care"": 0.7, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.32, ""Patient Information and Education"": 0.3, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.07, ""Referral, Specialist and Hospital Coordination"": 0.03, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.17, ""Staff Professionalism and Knowledge"": 0.37, ""Telephone Access"": 0.1, ""Tests, Investigations and Results"": 0.81, ""Treatment Effectiveness and Safety"": 0.05, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.03, ""Website and Practice Information"": 0.03}",1.77,0.69,0.32,0.68,0.36,0.64
3/6/26 17:32,Very poor,A new doctor at the clinic with no experience and hasn t done anything,The-Good-Practice,Brompton-Health-PCN,Negative,0.99,Staff Professionalism and Knowledge,1.0,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.07, ""Consultation Communication and Listening"": 0.04, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.06, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.42, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.04, ""Reception Service"": 0.02, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.03, ""Staff Professionalism and Knowledge"": 0.74, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.03, ""Treatment Effectiveness and Safety"": 0.21, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.03, ""Website and Practice Information"": 0.02}",2.61,0.61,1.55,0.27,2.24,0.51
8/17/26 17:26,Very good,I felt taken care of and given professional help,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.45,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.05, ""Consultation Communication and Listening"": 0.19, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.05, ""Mental Health Support"": 0.18, ""Overall Service and Practice"": 0.51, ""Patient Information and Education"": 0.1, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.03, ""Reception Service"": 0.05, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.06, ""Staff Kindness and Empathy"": 0.5, ""Staff Professionalism and Knowledge"": 0.63, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.17, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.15,0.86,0.0,1.0,0.02,0.98
7/12/25 17:16,Very good,I received very prompt telephone appointments and good feedback on results of tests,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,1.0,Appointment Availability and Lead Times,0.47,"Telephone Access | Tests, Investigations and Results","{""Appointment Availability and Lead Times"": 0.85, ""Clinical Assessment and Diagnosis"": 0.16, ""Consultation Communication and Listening"": 0.39, ""Digital Booking and Online Systems"": 0.03, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.52, ""Follow-up and Continuity of Care"": 0.49, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.24, ""Patient Information and Education"": 0.46, ""Physical Accessibility"": 0.03, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.3, ""Referral, Specialist and Hospital Coordination"": 0.03, ""Remote Consultation"": 0.28, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.07, ""Staff Professionalism and Knowledge"": 0.22, ""Telephone Access"": 0.82, ""Tests, Investigations and Results"": 0.88, ""Treatment Effectiveness and Safety"": 0.15, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.23, ""Website and Practice Information"": 0.03}",2.0,0.92,0.0,1.0,0.01,0.99
7/25/24 18:11,Very good,Very helpful friendly and polite staff Can t recommend enough,Stanhope-Mews-Surgery,Brompton-Health-PCN,Positive,1.0,Staff Kindness and Empathy,0.55,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.01, ""Consultation Communication and Listening"": 0.13, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.35, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.14, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.06, ""Staff Kindness and Empathy"": 0.8, ""Staff Professionalism and Knowledge"": 0.4, ""Telephone Access"": 0.01, ""Tests, Investigations and Results"": 0.01, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",3.45,0.62,0.0,1.0,0.01,0.99
11/15/25 9:06,Very good,Telephoned on time and helped sort my problem out,Kensington-Park-Medical-Centre,Brompton-Health-PCN,Positive,0.96,Remote Consultation,0.48,,"{""Appointment Availability and Lead Times"": 0.14, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.2, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.11, ""Follow-up and Continuity of Care"": 0.04, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.28, ""Patient Information and Education"": 0.07, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.21, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.26, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.06, ""Staff Professionalism and Knowledge"": 0.29, ""Telephone Access"": 0.51, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.12, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.21, ""Website and Practice Information"": 0.02}",1.59,0.66,0.0,1.0,0.0,1.0
1/14/25 16:20,Very good,Easy to book good facilities and friendly helpful staff,Kensington-Park-Medical-Centre,Brompton-Health-PCN,Positive,1.0,Reception Service,0.49,"Staff Kindness and Empathy | Facilities, Cleanliness and Environment","{""Appointment Availability and Lead Times"": 0.15, ""Clinical Assessment and Diagnosis"": 0.01, ""Consultation Communication and Listening"": 0.11, ""Digital Booking and Online Systems"": 0.24, ""Facilities, Cleanliness and Environment"": 0.69, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.45, ""Patient Information and Education"": 0.02, ""Physical Accessibility"": 0.04, ""Prescriptions and Medication Management"": 0.01, ""Reception Service"": 0.32, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.78, ""Staff Professionalism and Knowledge"": 0.45, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.01, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.16}",2.07,0.92,0.0,1.0,0.0,1.0
1/26/24 12:50,Very good,Fix the TV that was used to direct the client patient to the consultation room This was a very important help for everyone,Scarsdale-Medical-Centre,Brompton-Health-PCN,Positive,0.79,"Facilities, Cleanliness and Environment",0.56,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.08, ""Digital Booking and Online Systems"": 0.03, ""Facilities, Cleanliness and Environment"": 0.47, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.03, ""Overall Service and Practice"": 0.11, ""Patient Information and Education"": 0.14, ""Physical Accessibility"": 0.1, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.08, ""Referral, Specialist and Hospital Coordination"": 0.14, ""Remote Consultation"": 0.08, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.06, ""Staff Professionalism and Knowledge"": 0.04, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.51,0.57,2.35,0.35,0.98,0.02
11/9/25 19:27,Very good,Amazing staff both medical and administrative,Kensington-Park-Medical-Centre,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.77,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.06, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.26, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.18, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.36, ""Staff Professionalism and Knowledge"": 0.54, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",3.14,0.87,0.0,1.0,0.01,0.99
5/20/24 14:55,Neither good nor poor,Since the surgery has moved to it s new home in flood street I have experienced problems with seeing too many different doctors also ordering my medication on line doesn t always go right and I feel sometimes that my health conditions aren t always checked as frequently as I would like,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Negative,1.0,Follow-up and Continuity of Care,0.98,"Digital Booking and Online Systems | Prescriptions and Medication Management | Referral, Specialist and Hospital Coordination | Clinical Assessment and Diagnosis","{""Appointment Availability and Lead Times"": 0.2, ""Clinical Assessment and Diagnosis"": 0.73, ""Consultation Communication and Listening"": 0.21, ""Digital Booking and Online Systems"": 0.63, ""Facilities, Cleanliness and Environment"": 0.08, ""Feedback and Complaints Handling"": 0.05, ""Follow-up and Continuity of Care"": 0.89, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.49, ""Patient Information and Education"": 0.12, ""Physical Accessibility"": 0.06, ""Prescriptions and Medication Management"": 0.89, ""Reception Service"": 0.04, ""Referral, Specialist and Hospital Coordination"": 0.71, ""Remote Consultation"": 0.26, ""Respect, Dignity, Privacy and Inclusion"": 0.03, ""Staff Kindness and Empathy"": 0.03, ""Staff Professionalism and Knowledge"": 0.15, ""Telephone Access"": 0.03, ""Tests, Investigations and Results"": 0.31, ""Treatment Effectiveness and Safety"": 0.36, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.06, ""Website and Practice Information"": 0.37}",1.88,0.88,2.71,0.71,1.89,0.73
12/5/25 20:51,Very good,Very professional Doctors Very kind and helpful Reception Support Staff,Kensington-Park-Medical-Centre,Brompton-Health-PCN,Positive,1.0,Staff Professionalism and Knowledge,0.81,Reception Service | Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.12, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.21, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.78, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.06, ""Staff Kindness and Empathy"": 0.81, ""Staff Professionalism and Knowledge"": 0.69, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.82,0.83,0.0,1.0,0.0,1.0
11/9/24 8:35,Very good,I was greeted politely as soon as I entered to the reception,The-Abingdon-Medical-Practice,Brompton-Health-PCN,Positive,0.9,Reception Service,1.0,Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.01, ""Consultation Communication and Listening"": 0.09, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.04, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.01, ""Overall Service and Practice"": 0.27, ""Patient Information and Education"": 0.02, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.01, ""Reception Service"": 0.83, ""Referral, Specialist and Hospital Coordination"": 0.01, ""Remote Consultation"": 0.01, ""Respect, Dignity, Privacy and Inclusion"": 0.23, ""Staff Kindness and Empathy"": 0.71, ""Staff Professionalism and Knowledge"": 0.45, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.01, ""Treatment Effectiveness and Safety"": 0.01, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",1.13,0.88,0.0,1.0,0.0,1.0
12/8/25 8:57,Very good,The nurse was very friendly she made me feel comfortable,Kensington-Park-Medical-Centre,Brompton-Health-PCN,Positive,1.0,Staff Kindness and Empathy,1.0,,"{""Appointment Availability and Lead Times"": 0.01, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.21, ""Digital Booking and Online Systems"": 0.01, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.04, ""Overall Service and Practice"": 0.19, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.01, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.01, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.09, ""Staff Kindness and Empathy"": 0.9, ""Staff Professionalism and Knowledge"": 0.12, ""Telephone Access"": 0.01, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",2.1,0.89,0.0,1.0,0.0,1.0
4/17/26 9:54,Very good,Able to get me an appointment quickly,The-Chelsea-Practice,Brompton-Health-PCN,Positive,0.93,Appointment Availability and Lead Times,1.0,,"{""Appointment Availability and Lead Times"": 0.92, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.04, ""Digital Booking and Online Systems"": 0.06, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.04, ""Mental Health Support"": 0.04, ""Overall Service and Practice"": 0.23, ""Patient Information and Education"": 0.03, ""Physical Accessibility"": 0.03, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.5, ""Referral, Specialist and Hospital Coordination"": 0.06, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.02, ""Staff Kindness and Empathy"": 0.03, ""Staff Professionalism and Knowledge"": 0.05, ""Telephone Access"": 0.15, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.57, ""Website and Practice Information"": 0.04}",1.62,0.66,0.03,0.97,0.03,0.97
2/6/25 6:46,Very good,Pleasant and helpful medical and administrative staff,Health-Partners-at-Violet-Melchett,Brompton-Health-PCN,Positive,1.0,Reception Service,0.56,Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.03, ""Consultation Communication and Listening"": 0.1, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.03, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.03, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.19, ""Patient Information and Education"": 0.04, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.29, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.05, ""Staff Kindness and Empathy"": 0.75, ""Staff Professionalism and Knowledge"": 0.38, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.02, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.02}",1.9,0.89,0.0,1.0,0.0,1.0
11/9/25 9:59,Very good,I was given an appointment on the day that I phoned to make one and saw Doctor PERSON who was lovely and very reassuring,The-Chelsea-Practice,Brompton-Health-PCN,Positive,1.0,Appointment Availability and Lead Times,0.48,Staff Kindness and Empathy,"{""Appointment Availability and Lead Times"": 0.75, ""Clinical Assessment and Diagnosis"": 0.04, ""Consultation Communication and Listening"": 0.48, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.02, ""Feedback and Complaints Handling"": 0.02, ""Follow-up and Continuity of Care"": 0.05, ""Mental Health Support"": 0.04, ""Overall Service and Practice"": 0.21, ""Patient Information and Education"": 0.11, ""Physical Accessibility"": 0.02, ""Prescriptions and Medication Management"": 0.02, ""Reception Service"": 0.16, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.07, ""Staff Kindness and Empathy"": 0.81, ""Staff Professionalism and Knowledge"": 0.43, ""Telephone Access"": 0.23, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.03, ""Vaccinations and Immunisations"": 0.01, ""Waiting Time at the Surgery"": 0.09, ""Website and Practice Information"": 0.02}",2.24,0.79,0.0,1.0,0.0,1.0
1/6/24 9:20,Very good,It would be useful to have guidance on whether staff would prefer people to wear masks,Scarsdale-Medical-Centre,Brompton-Health-PCN,Neutral or Mixed,0.95,Patient Information and Education,0.6,,"{""Appointment Availability and Lead Times"": 0.02, ""Clinical Assessment and Diagnosis"": 0.02, ""Consultation Communication and Listening"": 0.23, ""Digital Booking and Online Systems"": 0.02, ""Facilities, Cleanliness and Environment"": 0.24, ""Feedback and Complaints Handling"": 0.03, ""Follow-up and Continuity of Care"": 0.02, ""Mental Health Support"": 0.02, ""Overall Service and Practice"": 0.2, ""Patient Information and Education"": 0.34, ""Physical Accessibility"": 0.04, ""Prescriptions and Medication Management"": 0.01, ""Reception Service"": 0.03, ""Referral, Specialist and Hospital Coordination"": 0.02, ""Remote Consultation"": 0.02, ""Respect, Dignity, Privacy and Inclusion"": 0.06, ""Staff Kindness and Empathy"": 0.06, ""Staff Professionalism and Knowledge"": 0.08, ""Telephone Access"": 0.02, ""Tests, Investigations and Results"": 0.02, ""Treatment Effectiveness and Safety"": 0.05, ""Vaccinations and Immunisations"": 0.02, ""Waiting Time at the Surgery"": 0.02, ""Website and Practice Information"": 0.14}",0.35,0.7,2.42,0.42,1.11,0.39
