date,rating,review,pcn,surgery
2026-09-05 12:08:52,Very good,"Lovely receptionists
Seen on time
Knowledgeable gp
Discussed options",Brompton-Health-PCN,The-Chelsea-Practice
2026-09-05 13:35:21,Poor,"I ended up feeling disappointed in my appointment. Towards the end of the appoint cutt me off my sentence and just said , is there anything else I could help you with, to get me to and the phone call. I didn’t mind understand what self certification meant , and he had to explain to to me multiple times but I could sense the annoyance in his time which I didn’t appreciate. ",Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-09-05 16:16:51,Very good,I got an appointment on the same day and the doctor was really good in identifying my condition,Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-09-05 16:37:56,Neither good nor poor,the practice did not forward to the practitioner (who conducted the service) any results of my blood tests.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-05 19:42:42,Very poor,Accyrx wasn't read before the session. Was asked all the info I'd provided ahead of time. Was told I'd get a f2f appt in the future and then heard nothing. Very poor.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-06 04:06:48,Very good,The latest testing of my blood pressure was as thorough as ever.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-06 07:36:44,Very good,Dr Truite is very patience and helpful,Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-09-06 08:51:29,Very good,"The GP is very nice, friendly and professional. Many thanks ",Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-09-06 10:30:06,Very good,Reactive and friendly,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-06 11:03:47,Good,Always get through on phone always reply promptly. ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-06 13:20:47,Very good,Friendly caring prompt ,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-06 15:49:37,Very good,I was treated promptly and I felt the Doctors that I saw listened and responded to the various symptoms I had.  I was very carefully checked and cared for. ,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-06 16:26:08,Very good,"I was seen promptly and efficiently.
",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-06 18:35:50,Very good, Good behave good timing good disscucing ,Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-09-07 09:00:17,Very good,The nurse was excellent ,Brompton-Health-PCN,The-Abingdon-Medical-Practice
2026-09-07 09:07:42,Very good,Very good doctor and Hapy i been in this GP,Brompton-Health-PCN,The-Abingdon-Medical-Practice
2026-09-07 09:19:50,Good,I have my issue resolved,Brompton-Health-PCN,The-Abingdon-Medical-Practice
2026-09-07 13:03:19,Good,I did not have to wait for too long,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-07 21:48:44,Very good,"great receptionist, very helpful also knowledgeable doctor. ",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-07 21:59:42,Very good,I was greeted by a friendly smile from the reception desk. Upstairs my doctor listened and was extremely helpful.,Brompton-Health-PCN,The-Abingdon-Medical-Practice
2026-09-08 11:19:00,Very good,"Prompt personal attention
Generally pleasant surroundings",Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-09-08 11:57:41,Very good,Hi good afternoon i am very happy very good service and also look after me good care i am really please thank you so much god bless you all .🙏🫶,Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-09-08 12:51:36,Very good,"Friendly doctor who was patient and open to addressing several queries, on-time appointment.",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-08 12:57:08,Very good,"The GP was highly professional, mature, caring and knowledgeable.",Brompton-Health-PCN,The-Abingdon-Medical-Practice
2026-09-08 15:05:19,Very good,Fast efficient nice people,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-08 15:06:00,Very good,Because the clinical oversight and patient customer care & support is of an exceptional standard.,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-08 15:06:59,Very good,Dr gave me clear information ,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-08 15:08:14,Very good,I am so happy what Emperors Gate have a very good service thanks for all of them,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-08 15:08:39,Very good,"Whatever requests I have made are dealt with quickly, professionally,  courteously,  with care and attention. Could not ask for better service.",Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-08 15:11:05,Very good,The doctor is very confident and professional ,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-08 15:32:17,Very good,"Doctor was v thorough in going though each medical
Problem ",Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-08 15:34:14,Very good,"Although I arrived early, I was accommodated with no issues at all. My visit was smooth, effective and all tests were prompt.",Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-08 15:35:58,Very good,"Amazing diagnosis from GP

Very attentive and thorough",Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-08 16:05:31,Very good,Always fast and polite and nice team ,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-08 16:15:27,Very good,Booking the appointment was simple and easy.The clinician was welcoming very caring and thorough enabling one to feel cared for.,Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-09-08 16:35:35,Very good,The receptionist is professional and kind. Got for the same day appointment with Dr Kamvari. ,Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-09-08 17:29:45,Very good,Very professional at all times ,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-08 18:02:49,Very good,The staff are always very nice easy to talk too and professional ,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-08 18:12:40,Very good,"Service is well.
Nurse and staff very kind and accomodating",Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-09-08 18:39:45,Very good,"Abingdon medical practice really is excellent. Dr Raby, Andrew kaye,all the receptionist nurses admin HCA’s all excellent ",Brompton-Health-PCN,The-Abingdon-Medical-Practice
2026-09-08 21:03:00,Very good,"Excellent receptionist, great helpful doctor and swift appointment. 
Excellent in every way. ",Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-01-08 11:12:00,Good,Nothing to add,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-02-08 14:59:00,Good,"To stay with the same doctor I have seen most, regularly, and who knows my situation from the past face to face visits.",Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-04-08 15:02:00,Very good,Faster appointments,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-04-08 16:38:00,Very good,Friendly reception,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-06-08 11:06:00,Very good,Thank you very much,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-07-08 11:49:00,Very good,All good,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-07-08 14:51:00,Very good,Nothing,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-07-08 18:59:00,Good,It was good,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-09-08 21:18:00,Very good,Great service and care,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-11-08 11:52:00,Good,Update regarding the appointment delay while patient in the surgery.,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-11-08 15:09:00,Very good,I had run out of atorvatin not Ramipril but only Ramipril ordered from dr reddie pharmacy. Tel request added. Rg,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-11-08 15:42:00,Very good,Not applicable,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,No improvement. Very helpful and quick follow-up appointment,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Good,Advised two tablets required to change treatment advised. One only has arrived from dr reddy.,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Nothing really,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Everything was great,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Canâ€™t think of anything pertaining to my last visit,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Nothing. Excellent service and care as always,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,It was perfect,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Yes please,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Good,Gap to receipt altered tabs from dr Reddy. Have now arrived. Thanks,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Good,Very approachable and nice people i really impressed,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Good,Nothing,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Nothing. Excellent service,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Shorter waiting time,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Nothing,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,"I was happy, thanks to. My GP",Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Can't think very happy,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Nothing they were all helpful and kind,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Good,Telephone Appointment,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Good,"For me it was perfect, from all their dealings",Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,I marked â€œ excellent â€œ so no need to add more!,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Flexible scheduling,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,The go and other staff,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,"Nothing, all was good!",Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Making the appointment more flexibility,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,The staff are very kind and polite. The repeat medication is prompt.,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Very good,Canâ€™t really think of anything besides perhaps a fresh water dispenser in waiting area,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Good,"A bit more friendliness, smile, beyond decent professionalism.",Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-12-08 16:00:00,Neither good nor poor,Less wait for appointment from day of booking. Grateful to have an appointment within two weeks.,Brompton-Health-PCN,Scarsdale-Medical-Centre
2026-09-09 10:38:11,Very good,Efficient & courteous..,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-09 12:42:25,Very good,"Ms. Din was very nice, friendly and professional.",Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-09-09 13:34:33,Very good,Gigi Venus was excellent ,Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-09-09 15:02:39,Good,nice doctor ,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-09 15:04:08,Very good,Kimiko is great. And the reception team.,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-09 15:20:20,Poor,"1/Call with New GP of Emperors gate surgery last Friday 4th of September was not helpful as I had to fight to get an action from the GP and Relevant treatment plan. GP didn’t show any compassion with my of persevering headache and extream fatigue for two weeks nor knew what to do for me…
2/Meeting GP end of August who sent me to A&E but the referral letter sent to me by text was empty! I asked by e-mail to receive the referral letter but no body replyed.",Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-09 15:54:57,Very good,I was phoned very quickly and a hospital appointment made immediately.,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-09 16:22:48,Very good,The doctor was very thorough and attentive with very impressive follow up,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-09 18:51:08,Very good,The GP called me straight away after raising  my medical enquiry via the online tool and gave me the right advise that worked very well.,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-09 20:49:05,Very good,They are very organize and feel very comfortable when I go there number one,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-10 06:04:40,Very good,Excellent service ,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-10 10:29:30,Very good,Doctor scudder is always so helpful and kind. ,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-10 10:44:26,Very good,I always receive excellent help when I visit the surgery,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-10 15:46:11,Very good,Every one is very nice and helpful ,Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-09-10 20:32:04,Very good,The doctor and all the staff are always attentive and polite,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-11 15:55:35,Very good,GP was super helpful and understanding ,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-11 15:57:29,Very poor,Your receptionist didn’t reschedule the appointment i couldn’t attend although she confirmed over the phone that she had rebooked it,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-11 16:05:56,Very good,On time. Clear and friendly ,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-11 16:09:52,Very poor,I haven’t revive the gell and medication I need,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-11 16:12:03,Very good,"The GP I met was professional, friendly, and immediately understood my concerns ",Brompton-Health-PCN,The-Chelsea-Practice
2026-09-11 16:12:26,Very good,"GP was very supportive and arranged a 
Hospital referral",Brompton-Health-PCN,The-Chelsea-Practice
2026-09-11 16:14:57,Very good,Dr R Daureeawoo was on time and highly professional ,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-11 16:15:32,Very good,Good ,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-11 16:18:39,Very good,Dr May was exceptional as always. She is absolutely brilliant at what she does.,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-11 16:20:49,Very good,Clinic followed up blood tests with clinical review meeting which was on time and useful with a nice friendly doctor ,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-11 17:30:03,Very good,Dr S.did his best to help,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-12 06:22:01,Very good,Doctor I see is excellent  he makes you feel at ease wonderful  man great experience  the surgery is much improved having a good doctor is all I need and Micheal on reception is very caring  and treats you like human not robot he shows it can be done  we are there because we're not well ,Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-09-12 07:21:05,Very good,"I was seen by the doctor only a few minutes after the appointed time, he apologised for being late, he listened carefully to what I had to say and he reacted in a constructive manner. ",Brompton-Health-PCN,The-Chelsea-Practice
2026-09-12 09:42:32,Very good,I was given an immediate same day face to face appointment. Receptionist very kind and helpful.. Doctor was excellent.,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-12 11:05:55,Very good,I was dealt with efficently.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-12 12:00:42,Very good,Polite caring and efficient ,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-12 15:33:02,Very good,"Dr was very helpful , explained my problem clearly and prescribed medication ",Brompton-Health-PCN,Earls-Court-Medical-Centre
2026-09-12 17:01:46,Good,Consultation not rushed,Brompton-Health-PCN,The-Abingdon-Medical-Practice
2026-09-12 18:19:21,Very good,Always satisfied with my surgery at all times when visited.,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-12 18:22:18,Very good,Always satisfied when l visit.,Brompton-Health-PCN,The-Chelsea-Practice
2026-09-14 08:38:53,Very good,Person at surgery listened and then activated enquiry ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 08:39:06,Very good,Returned phone call within 4 hours ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 08:44:20,Good,The doctor called me back and discussed my issues very promptly ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 08:49:18,Good,I could explain my problems as it’s very difficult to get an appointments. ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 08:49:43,Very good,Prompt helpful response,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 08:54:46,Very good,I called 111 and they were very busy and must have informed the surgery and a Doctor called me the next day and confirmed Norovirus,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 08:55:19,Neither good nor poor,It was unclear what information the Dr did have and didn't have from previous referrals make by that same Dr. There seemed to be a lot of case history missing in the discussion ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 08:56:11,Very good,The call was helpful and friendly ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 09:42:49,Don't know,I do not know which appointment you refer to. I  have had two. Please give the date or name of doctor.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 10:33:11,Very good,From email to consultation was less than an hour. It could not have been faster.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 10:46:17,Very good,Very professional ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 10:55:39,Good,The doctor was kind and efficient,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 10:55:42,Very good,Efficient and friendly ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:00:33,Very good,the dr took time to listen.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:03:08,Very good,Managed to get an appointment. and friendly staff team.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:06:15,Very good,Dr. Hibbert was brilliant!,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:07:14,Neither good nor poor,I find that the staff are not always helpful and it is left up to you to chase appointments that you have been waiting a long time for.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:10:08,Very good,The people I’ve met were nice and helped me,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:10:09,Very good,Waiting time was short and Dr was very professional and helpful,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:14:15,Very good,Very nice nurse,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:20:29,Very good,So He;pfal ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:21:23,Very good,the doctor looks very prepared he did the right questions and gave good suggest ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:27:18,Very poor,The doctor wasn’t helpful. Said it could be this and then said I can only get help via a private gp and nhs won’t help me. She briefly tried to show me online something that could help. But didn’t really point to anything that would work. Just said look for similar. ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:27:37,Good,Doctor was wellcoming efficient and a good listener,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:29:50,Very good,Efficient and pleasant encounter. ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:31:48,Very good,The doctor I saw took time and care,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:41:02,Very good,A positive person at fe other end ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:43:46,Very good,"Staff always polite, reassuring and efficient ",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 11:47:47,Poor,"I was misdiagnosed for over 4 months, and told that my “fungal” rash was improving despite it being eczema that kept flaring. Questions about how I could have gotten a fungal rash at that location and with no activities that would result in an infection were shrugged off.  ",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 12:02:56,Very good,"prompt, efficient, reassuring diagnosis ",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 12:05:34,Neither good nor poor,"До сих пор жду кардиолога (уже 2 года). У меня аритмия, астма. По поводу астмы, также не было встречи с врачом! Я уже не говорю за операцию по поводу грыжи. За неё уже забыли.",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 12:13:35,Very good,Very good service and attentive. ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 12:16:13,Neither good nor poor,A prescription and a fecal test were missed. I had to circle back on the prescription after a week of checking w Boots. The fecal test was annoying. It was already two home tests. The main point for me was to test for rectal cancer. But that vial and label were not provided and I don’t understand medical terminology so I figure one of the labels was for rectal cancer. It wasn’t. That still hasn’t been accomplished and I’m not in a hurry to sit around the toilet a 3rd time scraping samples into a vile. So I still don’t know if I’m clear on rectal cancer.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 12:22:43,Very good,"Sympathetic, helpful and knowledgeable advice professionally delivered.",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 12:34:37,Very good,the gp is very professional ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 12:46:22,Very good,"I saw Dr Pramanik for the first time today. He listened, considered and discussed his opinion with me.  Very helpful consultation.",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 13:00:01,Very good,"I had suspected breakout of shingles last week. I sent in a photo online together with a brief description. soon after i got a call back from a GP who explained that it was almost certain to be shingles, prescribed a course of aciclovir, and told me how to protect the others (pregnant women etc). twenty minutes later I popped along the pharmacy, picked up the prescription and started the treatment. I'm now finishing it and feeling fine. thanks ",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 13:14:58,Very good,"It was a telephone call, and the Doctor was very helpful",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 13:16:27,Very good,"I got an appointment for next week. Also, the hospital doctor saw me on time. The doctor asked me enough questions to understand the full picture. ",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 13:18:15,Very good,"Very nice reception staff, they are always very helpful and efficient.",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 13:25:54,Good,Professional handling,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 13:34:52,Very good,The menopause doctor took time to explain things clearly and set out various options without pushing any one of them. She listened to me and answered all my questions.  She made the whole process less stressful and far more pleasant than I expected. ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 13:53:01,Very good,"Got my appointment quickly… next day!
GP was nice and immediately referred me to the dermatology photography dept.",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 14:15:52,Very good,"Fitted in appointment very quickly - everything worked smoothly on site and via the app. 

",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 14:23:14,Very good,Dr Lorenz listened to me.  This is not usual for the last couple of years in your Practice.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 14:26:59,Very good,Came for a shingles vaccine.  Attended to quickly. Vaccine administered professionally,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 15:37:21,Very good,Very thorough fill me with confidence ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 15:44:55,Very good,Staff friendly and informative. ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 16:30:34,Very good,Very good service and very professional medical staff. Thank you ,Brompton-Health-PCN,Emperors-Gate-Health-Centre
2026-09-14 17:02:14,Good,"Despite being referred from my GP's surgery to the A&E department of the Chelsea & Westminster hospital and then back to my GP, I still had my minor surgical operation done within a relatively short period of time. ",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 17:11:21,Neither good nor poor,"Quite difficult to see a doctor as one cannot wait to see doctor. 
I have always been told to get an appt which I found difficult",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 17:34:54,Very good,Always good warm stuff and wonderful doctors ,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 17:36:00,Very good,Very satisfied when i need to get appointments to see the doctors always see me the following day.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 17:43:50,Very good,caring and explained things well,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 18:02:14,Very good,Best surgery in the Uk without a doubt.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 18:02:32,Very good,Very helpful conversation ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 18:03:22,Very good,Very professional and helpful friendly Dr and the staff ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 18:03:53,Very good,Dr Cantlay dealt efficiently with my requests ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 18:07:54,Very good,"I had a very good experience. Dr Anna was absolutely lovely, very kind, professional and caring, as all the doctors in the practice.She listened to me carefully, made me feel comfortable and I felt very well looked after.",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 18:08:41,Good,It’s a good clinic,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 18:09:22,Very good,Staff were efficient ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 18:15:52,Very good,Good staff,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 18:21:24,Very good,Very helpful and thorough during my cancer treatment and support with work discrimination issues,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 18:22:27,Very good,"The doctor took great care listening to me,she also took great explaining to me whatever she recommended. 
She is great doctor.
",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 18:23:47,Very good,Excellent service ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 18:27:50,Very good,"I have asked for a telephone consultation and I’ve got a face to face appointment. 
Being seen by the doctor.",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 18:49:56,Very good,Efficient and friendlyn,Brompton-Health-PCN,Kensington-Park-Medical-Centre
2026-09-14 19:04:54,Very good,Listened to my situation & acted quickly & helpfully.,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 19:13:32,Very good,A very thoughtful and in depth explanation given,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 19:18:14,Very good,"The receptionists were  polite. The nurse for the blood test was very kindand very thorough in a check before my next appointment with the GP. The GP was very kind too, gave me clear information and answered all my questions. Thank you to all!",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 19:42:05,Very good,Doctor Hana Demirji followed all the way after my blood test ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 20:01:12,Very good,Reception dealt with my call efficiently and effectively. I know what's happening next.,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-14 20:16:59,Very good,The doctor was very friendly and patient with me & my (very chatty) young son. ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 21:25:03,Very good,"The doctor did well, he listened carefully, explained clearly.
",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 22:14:08,Very good,Well because I have been understood well and the GP was very attentive and has submitted my request immediately for an appointment with a GP to a home visit. Excellent. ,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-14 22:34:29,Good,"Overall my experience was a good one , Think the surgery would benefit from a better phone system . ",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-15 04:24:26,Very good,good,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-15 05:22:48,Very good,"Lovely nurse. Kind, friendly and professional ",Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-15 05:59:04,Good,I was treated well and with kindness,Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-15 06:50:34,Very good,Speedy and effective service,Brompton-Health-PCN,Stanhope-Mews-Surgery
2026-09-15 09:38:53,Very good,"I was listened to and the health professional was understanding, friendly and helpful.",Brompton-Health-PCN,Health-Partners-at-Violet-Melchett
2026-09-15 10:59:36,Very good,"Welcomed, professional at the reception desk and with the Dr.",Brompton-Health-PCN,The-Abingdon-Medical-Practice
2026-09-15 11:01:22,Very good,Easy to make appointments ,Brompton-Health-PCN,The-Abingdon-Medical-Practice
